portfolioRefCode;refCode;quantity;price;amount
nt3074;hk-3074;100;50;5000
nt3075;hk-3075;100;50;5000
nt3076;hk-3076;100;50;5000
nt3077;hk-3077;100;50;5000
nt3078;hk-3078;100;50;5000
nt3079;hk-3079;100;50;5000
nt3080;hk-3080;100;50;5000
nt3081;hk-3081;100;50;5000
nt3082;hk-3082;100;50;5000
nt3083;hk-3083;100;50;5000
nt3084;hk-3084;100;50;5000
nt3085;hk-3085;100;50;5000
nt3086;hk-3086;100;50;5000
nt3087;hk-3087;100;50;5000
nt3088;hk-3088;100;50;5000
nt3089;hk-3089;100;50;5000
nt3090;hk-3090;100;50;5000
nt3091;hk-3091;100;50;5000
nt3092;hk-3092;100;50;5000
nt3093;hk-3093;100;50;5000
nt3094;hk-3094;100;50;5000
nt3095;hk-3095;100;50;5000
nt3096;hk-3096;100;50;5000
nt3097;hk-3097;100;50;5000
nt3098;hk-3098;100;50;5000
nt3099;hk-3099;100;50;5000
nt3100;hk-3100;100;50;5000
nt3101;hk-3101;100;50;5000
nt3102;hk-3102;100;50;5000
nt3103;hk-3103;100;50;5000
nt3104;hk-3104;100;50;5000
nt3105;hk-3105;100;50;5000
nt3106;hk-3106;100;50;5000
nt3107;hk-3107;100;50;5000
nt3108;hk-3108;100;50;5000
nt3109;hk-3109;100;50;5000
nt3110;hk-3110;100;50;5000
nt3111;hk-3111;100;50;5000
nt3112;hk-3112;100;50;5000
nt3113;hk-3113;100;50;5000
nt3114;hk-3114;100;50;5000
nt3115;hk-3115;100;50;5000
nt3116;hk-3116;100;50;5000
nt3117;hk-3117;100;50;5000
nt3118;hk-3118;100;50;5000
nt3119;hk-3119;100;50;5000
nt3120;hk-3120;100;50;5000
nt3121;hk-3121;100;50;5000
nt3122;hk-3122;100;50;5000
nt3123;hk-3123;100;50;5000
nt3124;hk-3124;100;50;5000
nt3125;hk-3125;100;50;5000
nt3126;hk-3126;100;50;5000
nt3127;hk-3127;100;50;5000
nt3128;hk-3128;100;50;5000
nt3129;hk-3129;100;50;5000
nt3130;hk-3130;100;50;5000
nt3131;hk-3131;100;50;5000
nt3132;hk-3132;100;50;5000
nt3133;hk-3133;100;50;5000
nt3134;hk-3134;100;50;5000
nt3135;hk-3135;100;50;5000
nt3136;hk-3136;100;50;5000
nt3137;hk-3137;100;50;5000
nt3138;hk-3138;100;50;5000
nt3139;hk-3139;100;50;5000
nt3140;hk-3140;100;50;5000
nt3141;hk-3141;100;50;5000
nt3142;hk-3142;100;50;5000
nt3143;hk-3143;100;50;5000
nt3144;hk-3144;100;50;5000
nt3145;hk-3145;100;50;5000
nt3146;hk-3146;100;50;5000
nt3147;hk-3147;100;50;5000
nt3148;hk-3148;100;50;5000
nt3149;hk-3149;100;50;5000
nt3150;hk-3150;100;50;5000
nt3151;hk-3151;100;50;5000
nt3152;hk-3152;100;50;5000
nt3153;hk-3153;100;50;5000
nt3154;hk-3154;100;50;5000
nt3155;hk-3155;100;50;5000
nt3156;hk-3156;100;50;5000
nt3157;hk-3157;100;50;5000
nt3158;hk-3158;100;50;5000
nt3159;hk-3159;100;50;5000
nt3160;hk-3160;100;50;5000
nt3161;hk-3161;100;50;5000
nt3162;hk-3162;100;50;5000
nt3163;hk-3163;100;50;5000
nt3164;hk-3164;100;50;5000
nt3165;hk-3165;100;50;5000
nt3166;hk-3166;100;50;5000
nt3167;hk-3167;100;50;5000
nt3168;hk-3168;100;50;5000
nt3169;hk-3169;100;50;5000
nt3170;hk-3170;100;50;5000
nt3171;hk-3171;100;50;5000
nt3172;hk-3172;100;50;5000
nt3173;hk-3173;100;50;5000
nt3174;hk-3174;100;50;5000
nt3175;hk-3175;100;50;5000
nt3176;hk-3176;100;50;5000
nt3177;hk-3177;100;50;5000
nt3178;hk-3178;100;50;5000
nt3179;hk-3179;100;50;5000
nt3180;hk-3180;100;50;5000
nt3181;hk-3181;100;50;5000
nt3182;hk-3182;100;50;5000
nt3183;hk-3183;100;50;5000
nt3184;hk-3184;100;50;5000
nt3185;hk-3185;100;50;5000
nt3186;hk-3186;100;50;5000
nt3187;hk-3187;100;50;5000
nt3188;hk-3188;100;50;5000
nt3189;hk-3189;100;50;5000
nt3190;hk-3190;100;50;5000
nt3191;hk-3191;100;50;5000
nt3192;hk-3192;100;50;5000
nt3193;hk-3193;100;50;5000
nt3194;hk-3194;100;50;5000
nt3195;hk-3195;100;50;5000
nt3196;hk-3196;100;50;5000
nt3197;hk-3197;100;50;5000
nt3198;hk-3198;100;50;5000
nt3199;hk-3199;100;50;5000
nt3200;hk-3200;100;50;5000
nt3201;hk-3201;100;50;5000
nt3202;hk-3202;100;50;5000
nt3203;hk-3203;100;50;5000
nt3204;hk-3204;100;50;5000
nt3205;hk-3205;100;50;5000
nt3206;hk-3206;100;50;5000
nt3207;hk-3207;100;50;5000
nt3208;hk-3208;100;50;5000
nt3209;hk-3209;100;50;5000
nt3210;hk-3210;100;50;5000
nt3211;hk-3211;100;50;5000
nt3212;hk-3212;100;50;5000
nt3213;hk-3213;100;50;5000
nt3214;hk-3214;100;50;5000
nt3215;hk-3215;100;50;5000
nt3216;hk-3216;100;50;5000
nt3217;hk-3217;100;50;5000
nt3218;hk-3218;100;50;5000
nt3219;hk-3219;100;50;5000
nt3220;hk-3220;100;50;5000
nt3221;hk-3221;100;50;5000
nt3222;hk-3222;100;50;5000
nt3223;hk-3223;100;50;5000
nt3224;hk-3224;100;50;5000
nt3225;hk-3225;100;50;5000
nt3226;hk-3226;100;50;5000
nt3227;hk-3227;100;50;5000
nt3228;hk-3228;100;50;5000
nt3229;hk-3229;100;50;5000
nt3230;hk-3230;100;50;5000
nt3231;hk-3231;100;50;5000
nt3232;hk-3232;100;50;5000
nt3233;hk-3233;100;50;5000
nt3234;hk-3234;100;50;5000
nt3235;hk-3235;100;50;5000
nt3236;hk-3236;100;50;5000
nt3237;hk-3237;100;50;5000
nt3238;hk-3238;100;50;5000
nt3239;hk-3239;100;50;5000
nt3240;hk-3240;100;50;5000
nt3241;hk-3241;100;50;5000
nt3242;hk-3242;100;50;5000
nt3243;hk-3243;100;50;5000
nt3244;hk-3244;100;50;5000
nt3245;hk-3245;100;50;5000
nt3246;hk-3246;100;50;5000
nt3247;hk-3247;100;50;5000
nt3248;hk-3248;100;50;5000
nt3249;hk-3249;100;50;5000
nt3250;hk-3250;100;50;5000
nt3251;hk-3251;100;50;5000
nt3252;hk-3252;100;50;5000
nt3253;hk-3253;100;50;5000
nt3254;hk-3254;100;50;5000
nt3255;hk-3255;100;50;5000
nt3256;hk-3256;100;50;5000
nt3257;hk-3257;100;50;5000
nt3258;hk-3258;100;50;5000
nt3259;hk-3259;100;50;5000
nt3260;hk-3260;100;50;5000
nt3261;hk-3261;100;50;5000
nt3262;hk-3262;100;50;5000
nt3263;hk-3263;100;50;5000
nt3264;hk-3264;100;50;5000
nt3265;hk-3265;100;50;5000
nt3266;hk-3266;100;50;5000
nt3267;hk-3267;100;50;5000
nt3268;hk-3268;100;50;5000
nt3269;hk-3269;100;50;5000
nt3270;hk-3270;100;50;5000
nt3271;hk-3271;100;50;5000
nt3272;hk-3272;100;50;5000
nt3273;hk-3273;100;50;5000
nt3274;hk-3274;100;50;5000
nt3275;hk-3275;100;50;5000
nt3276;hk-3276;100;50;5000
nt3277;hk-3277;100;50;5000
nt3278;hk-3278;100;50;5000
nt3279;hk-3279;100;50;5000
nt3280;hk-3280;100;50;5000
nt3281;hk-3281;100;50;5000
nt3282;hk-3282;100;50;5000
nt3283;hk-3283;100;50;5000
nt3284;hk-3284;100;50;5000
nt3285;hk-3285;100;50;5000
nt3286;hk-3286;100;50;5000
nt3287;hk-3287;100;50;5000
nt3288;hk-3288;100;50;5000
nt3289;hk-3289;100;50;5000
nt3290;hk-3290;100;50;5000
nt3291;hk-3291;100;50;5000
nt3292;hk-3292;100;50;5000
nt3293;hk-3293;100;50;5000
nt3294;hk-3294;100;50;5000
nt3295;hk-3295;100;50;5000
nt3296;hk-3296;100;50;5000
nt3297;hk-3297;100;50;5000
nt3298;hk-3298;100;50;5000
nt3299;hk-3299;100;50;5000
nt3300;hk-3300;100;50;5000
nt3301;hk-3301;100;50;5000
nt3302;hk-3302;100;50;5000
nt3303;hk-3303;100;50;5000
nt3304;hk-3304;100;50;5000
nt3305;hk-3305;100;50;5000
nt3306;hk-3306;100;50;5000
nt3307;hk-3307;100;50;5000
nt3308;hk-3308;100;50;5000
nt3309;hk-3309;100;50;5000
nt3310;hk-3310;100;50;5000
nt3311;hk-3311;100;50;5000
nt3312;hk-3312;100;50;5000
nt3313;hk-3313;100;50;5000
nt3314;hk-3314;100;50;5000
nt3315;hk-3315;100;50;5000
nt3316;hk-3316;100;50;5000
nt3317;hk-3317;100;50;5000
nt3318;hk-3318;100;50;5000
nt3319;hk-3319;100;50;5000
nt3320;hk-3320;100;50;5000
nt3321;hk-3321;100;50;5000
nt3322;hk-3322;100;50;5000
nt3323;hk-3323;100;50;5000
nt3324;hk-3324;100;50;5000
nt3325;hk-3325;100;50;5000
nt3326;hk-3326;100;50;5000
nt3327;hk-3327;100;50;5000
nt3328;hk-3328;100;50;5000
nt3329;hk-3329;100;50;5000
nt3330;hk-3330;100;50;5000
nt3331;hk-3331;100;50;5000
nt3332;hk-3332;100;50;5000
nt3333;hk-3333;100;50;5000
nt3334;hk-3334;100;50;5000
nt3335;hk-3335;100;50;5000
nt3336;hk-3336;100;50;5000
nt3337;hk-3337;100;50;5000
nt3338;hk-3338;100;50;5000
nt3339;hk-3339;100;50;5000
nt3340;hk-3340;100;50;5000
nt3341;hk-3341;100;50;5000
nt3342;hk-3342;100;50;5000
nt3343;hk-3343;100;50;5000
nt3344;hk-3344;100;50;5000
nt3345;hk-3345;100;50;5000
nt3346;hk-3346;100;50;5000
nt3347;hk-3347;100;50;5000
nt3348;hk-3348;100;50;5000
nt3349;hk-3349;100;50;5000
nt3350;hk-3350;100;50;5000
nt3351;hk-3351;100;50;5000
nt3352;hk-3352;100;50;5000
nt3353;hk-3353;100;50;5000
nt3354;hk-3354;100;50;5000
nt3355;hk-3355;100;50;5000
nt3356;hk-3356;100;50;5000
nt3357;hk-3357;100;50;5000
nt3358;hk-3358;100;50;5000
nt3359;hk-3359;100;50;5000
nt3360;hk-3360;100;50;5000
nt3361;hk-3361;100;50;5000
nt3362;hk-3362;100;50;5000
nt3363;hk-3363;100;50;5000
nt3364;hk-3364;100;50;5000
nt3365;hk-3365;100;50;5000
nt3366;hk-3366;100;50;5000
nt3367;hk-3367;100;50;5000
nt3368;hk-3368;100;50;5000
nt3369;hk-3369;100;50;5000
nt3370;hk-3370;100;50;5000
nt3371;hk-3371;100;50;5000
nt3372;hk-3372;100;50;5000
nt3373;hk-3373;100;50;5000
nt3374;hk-3374;100;50;5000
nt3375;hk-3375;100;50;5000
nt3376;hk-3376;100;50;5000
nt3377;hk-3377;100;50;5000
nt3378;hk-3378;100;50;5000
nt3379;hk-3379;100;50;5000
nt3380;hk-3380;100;50;5000
nt3381;hk-3381;100;50;5000
nt3382;hk-3382;100;50;5000
nt3383;hk-3383;100;50;5000
nt3384;hk-3384;100;50;5000
nt3385;hk-3385;100;50;5000
nt3386;hk-3386;100;50;5000
nt3387;hk-3387;100;50;5000
nt3388;hk-3388;100;50;5000
nt3389;hk-3389;100;50;5000
nt3390;hk-3390;100;50;5000
nt3391;hk-3391;100;50;5000
nt3392;hk-3392;100;50;5000
nt3393;hk-3393;100;50;5000
nt3394;hk-3394;100;50;5000
nt3395;hk-3395;100;50;5000
nt3396;hk-3396;100;50;5000
nt3397;hk-3397;100;50;5000
nt3398;hk-3398;100;50;5000
nt3399;hk-3399;100;50;5000
nt3400;hk-3400;100;50;5000
nt3401;hk-3401;100;50;5000
nt3402;hk-3402;100;50;5000
nt3403;hk-3403;100;50;5000
nt3404;hk-3404;100;50;5000
nt3405;hk-3405;100;50;5000
nt3406;hk-3406;100;50;5000
nt3407;hk-3407;100;50;5000
nt3408;hk-3408;100;50;5000
nt3409;hk-3409;100;50;5000
nt3410;hk-3410;100;50;5000
nt3411;hk-3411;100;50;5000
nt3412;hk-3412;100;50;5000
nt3413;hk-3413;100;50;5000
nt3414;hk-3414;100;50;5000
nt3415;hk-3415;100;50;5000
nt3416;hk-3416;100;50;5000
nt3417;hk-3417;100;50;5000
nt3418;hk-3418;100;50;5000
nt3419;hk-3419;100;50;5000
nt3420;hk-3420;100;50;5000
nt3421;hk-3421;100;50;5000
nt3422;hk-3422;100;50;5000
nt3423;hk-3423;100;50;5000
nt3424;hk-3424;100;50;5000
nt3425;hk-3425;100;50;5000
nt3426;hk-3426;100;50;5000
nt3427;hk-3427;100;50;5000
nt3428;hk-3428;100;50;5000
nt3429;hk-3429;100;50;5000
nt3430;hk-3430;100;50;5000
nt3431;hk-3431;100;50;5000
nt3432;hk-3432;100;50;5000
nt3433;hk-3433;100;50;5000
nt3434;hk-3434;100;50;5000
nt3435;hk-3435;100;50;5000
nt3436;hk-3436;100;50;5000
nt3437;hk-3437;100;50;5000
nt3438;hk-3438;100;50;5000
nt3439;hk-3439;100;50;5000
nt3440;hk-3440;100;50;5000
nt3441;hk-3441;100;50;5000
nt3442;hk-3442;100;50;5000
nt3443;hk-3443;100;50;5000
nt3444;hk-3444;100;50;5000
nt3445;hk-3445;100;50;5000
nt3446;hk-3446;100;50;5000
nt3447;hk-3447;100;50;5000
nt3448;hk-3448;100;50;5000
nt3449;hk-3449;100;50;5000
nt3450;hk-3450;100;50;5000
nt3451;hk-3451;100;50;5000
nt3452;hk-3452;100;50;5000
nt3453;hk-3453;100;50;5000
nt3454;hk-3454;100;50;5000
nt3455;hk-3455;100;50;5000
nt3456;hk-3456;100;50;5000
nt3457;hk-3457;100;50;5000
nt3458;hk-3458;100;50;5000
nt3459;hk-3459;100;50;5000
nt3460;hk-3460;100;50;5000
nt3461;hk-3461;100;50;5000
nt3462;hk-3462;100;50;5000
nt3463;hk-3463;100;50;5000
nt3464;hk-3464;100;50;5000
nt3465;hk-3465;100;50;5000
nt3466;hk-3466;100;50;5000
nt3467;hk-3467;100;50;5000
nt3468;hk-3468;100;50;5000
nt3469;hk-3469;100;50;5000
nt3470;hk-3470;100;50;5000
nt3471;hk-3471;100;50;5000
nt3472;hk-3472;100;50;5000
nt3473;hk-3473;100;50;5000
nt3474;hk-3474;100;50;5000
nt3475;hk-3475;100;50;5000
nt3476;hk-3476;100;50;5000
nt3477;hk-3477;100;50;5000
nt3478;hk-3478;100;50;5000
nt3479;hk-3479;100;50;5000
nt3480;hk-3480;100;50;5000
nt3481;hk-3481;100;50;5000
nt3482;hk-3482;100;50;5000
nt3483;hk-3483;100;50;5000
nt3484;hk-3484;100;50;5000
nt3485;hk-3485;100;50;5000
nt3486;hk-3486;100;50;5000
nt3487;hk-3487;100;50;5000
nt3488;hk-3488;100;50;5000
nt3489;hk-3489;100;50;5000
nt3490;hk-3490;100;50;5000
nt3491;hk-3491;100;50;5000
nt3492;hk-3492;100;50;5000
nt3493;hk-3493;100;50;5000
nt3494;hk-3494;100;50;5000
nt3495;hk-3495;100;50;5000
nt3496;hk-3496;100;50;5000
nt3497;hk-3497;100;50;5000
nt3498;hk-3498;100;50;5000
nt3499;hk-3499;100;50;5000
nt3500;hk-3500;100;50;5000
nt3501;hk-3501;100;50;5000
nt3502;hk-3502;100;50;5000
nt3503;hk-3503;100;50;5000
nt3504;hk-3504;100;50;5000
nt3505;hk-3505;100;50;5000
nt3506;hk-3506;100;50;5000
nt3507;hk-3507;100;50;5000
nt3508;hk-3508;100;50;5000
nt3509;hk-3509;100;50;5000
nt3510;hk-3510;100;50;5000
nt3511;hk-3511;100;50;5000
nt3512;hk-3512;100;50;5000
nt3513;hk-3513;100;50;5000
nt3514;hk-3514;100;50;5000
nt3515;hk-3515;100;50;5000
nt3516;hk-3516;100;50;5000
nt3517;hk-3517;100;50;5000
nt3518;hk-3518;100;50;5000
nt3519;hk-3519;100;50;5000
nt3520;hk-3520;100;50;5000
nt3521;hk-3521;100;50;5000
nt3522;hk-3522;100;50;5000
nt3523;hk-3523;100;50;5000
nt3524;hk-3524;100;50;5000
nt3525;hk-3525;100;50;5000
nt3526;hk-3526;100;50;5000
nt3527;hk-3527;100;50;5000
nt3528;hk-3528;100;50;5000
nt3529;hk-3529;100;50;5000
nt3530;hk-3530;100;50;5000
nt3531;hk-3531;100;50;5000
nt3532;hk-3532;100;50;5000
nt3533;hk-3533;100;50;5000
nt3534;hk-3534;100;50;5000
nt3535;hk-3535;100;50;5000
nt3536;hk-3536;100;50;5000
nt3537;hk-3537;100;50;5000
nt3538;hk-3538;100;50;5000
nt3539;hk-3539;100;50;5000
nt3540;hk-3540;100;50;5000
nt3541;hk-3541;100;50;5000
nt3542;hk-3542;100;50;5000
nt3543;hk-3543;100;50;5000
nt3544;hk-3544;100;50;5000
nt3545;hk-3545;100;50;5000
nt3546;hk-3546;100;50;5000
nt3547;hk-3547;100;50;5000
nt3548;hk-3548;100;50;5000
nt3549;hk-3549;100;50;5000
nt3550;hk-3550;100;50;5000
nt3551;hk-3551;100;50;5000
nt3552;hk-3552;100;50;5000
nt3553;hk-3553;100;50;5000
nt3554;hk-3554;100;50;5000
nt3555;hk-3555;100;50;5000
nt3556;hk-3556;100;50;5000
nt3557;hk-3557;100;50;5000
nt3558;hk-3558;100;50;5000
nt3559;hk-3559;100;50;5000
nt3560;hk-3560;100;50;5000
nt3561;hk-3561;100;50;5000
nt3562;hk-3562;100;50;5000
nt3563;hk-3563;100;50;5000
nt3564;hk-3564;100;50;5000
nt3565;hk-3565;100;50;5000
nt3566;hk-3566;100;50;5000
nt3567;hk-3567;100;50;5000
nt3568;hk-3568;100;50;5000
nt3569;hk-3569;100;50;5000
nt3570;hk-3570;100;50;5000
nt3571;hk-3571;100;50;5000
nt3572;hk-3572;100;50;5000
nt3573;hk-3573;100;50;5000
nt3574;hk-3574;100;50;5000
nt3575;hk-3575;100;50;5000
nt3576;hk-3576;100;50;5000
nt3577;hk-3577;100;50;5000
nt3578;hk-3578;100;50;5000
nt3579;hk-3579;100;50;5000
nt3580;hk-3580;100;50;5000
nt3581;hk-3581;100;50;5000
nt3582;hk-3582;100;50;5000
nt3583;hk-3583;100;50;5000
nt3584;hk-3584;100;50;5000
nt3585;hk-3585;100;50;5000
nt3586;hk-3586;100;50;5000
nt3587;hk-3587;100;50;5000
nt3588;hk-3588;100;50;5000
nt3589;hk-3589;100;50;5000
nt3590;hk-3590;100;50;5000
nt3591;hk-3591;100;50;5000
nt3592;hk-3592;100;50;5000
nt3593;hk-3593;100;50;5000
nt3594;hk-3594;100;50;5000
nt3595;hk-3595;100;50;5000
nt3596;hk-3596;100;50;5000
nt3597;hk-3597;100;50;5000
nt3598;hk-3598;100;50;5000
nt3599;hk-3599;100;50;5000
nt3600;hk-3600;100;50;5000
nt3601;hk-3601;100;50;5000
nt3602;hk-3602;100;50;5000
nt3603;hk-3603;100;50;5000
nt3604;hk-3604;100;50;5000
nt3605;hk-3605;100;50;5000
nt3606;hk-3606;100;50;5000
nt3607;hk-3607;100;50;5000
nt3608;hk-3608;100;50;5000
nt3609;hk-3609;100;50;5000
nt3610;hk-3610;100;50;5000
nt3611;hk-3611;100;50;5000
nt3612;hk-3612;100;50;5000
nt3613;hk-3613;100;50;5000
nt3614;hk-3614;100;50;5000
nt3615;hk-3615;100;50;5000
nt3616;hk-3616;100;50;5000
nt3617;hk-3617;100;50;5000
nt3618;hk-3618;100;50;5000
nt3619;hk-3619;100;50;5000
nt3620;hk-3620;100;50;5000
nt3621;hk-3621;100;50;5000
nt3622;hk-3622;100;50;5000
nt3623;hk-3623;100;50;5000
nt3624;hk-3624;100;50;5000
nt3625;hk-3625;100;50;5000
nt3626;hk-3626;100;50;5000
nt3627;hk-3627;100;50;5000
nt3628;hk-3628;100;50;5000
nt3629;hk-3629;100;50;5000
nt3630;hk-3630;100;50;5000
nt3631;hk-3631;100;50;5000
nt3632;hk-3632;100;50;5000
nt3633;hk-3633;100;50;5000
nt3634;hk-3634;100;50;5000
nt3635;hk-3635;100;50;5000
nt3636;hk-3636;100;50;5000
nt3637;hk-3637;100;50;5000
nt3638;hk-3638;100;50;5000
nt3639;hk-3639;100;50;5000
nt3640;hk-3640;100;50;5000
nt3641;hk-3641;100;50;5000
nt3642;hk-3642;100;50;5000
nt3643;hk-3643;100;50;5000
nt3644;hk-3644;100;50;5000
nt3645;hk-3645;100;50;5000
nt3646;hk-3646;100;50;5000
nt3647;hk-3647;100;50;5000
nt3648;hk-3648;100;50;5000
nt3649;hk-3649;100;50;5000
nt3650;hk-3650;100;50;5000
nt3651;hk-3651;100;50;5000
nt3652;hk-3652;100;50;5000
nt3653;hk-3653;100;50;5000
nt3654;hk-3654;100;50;5000
nt3655;hk-3655;100;50;5000
nt3656;hk-3656;100;50;5000
nt3657;hk-3657;100;50;5000
nt3658;hk-3658;100;50;5000
nt3659;hk-3659;100;50;5000
nt3660;hk-3660;100;50;5000
nt3661;hk-3661;100;50;5000
nt3662;hk-3662;100;50;5000
nt3663;hk-3663;100;50;5000
nt3664;hk-3664;100;50;5000
nt3665;hk-3665;100;50;5000
nt3666;hk-3666;100;50;5000
nt3667;hk-3667;100;50;5000
nt3668;hk-3668;100;50;5000
nt3669;hk-3669;100;50;5000
nt3670;hk-3670;100;50;5000
nt3671;hk-3671;100;50;5000
nt3672;hk-3672;100;50;5000
nt3673;hk-3673;100;50;5000
nt3674;hk-3674;100;50;5000
nt3675;hk-3675;100;50;5000
nt3676;hk-3676;100;50;5000
nt3677;hk-3677;100;50;5000
nt3678;hk-3678;100;50;5000
nt3679;hk-3679;100;50;5000
nt3680;hk-3680;100;50;5000
nt3681;hk-3681;100;50;5000
nt3682;hk-3682;100;50;5000
nt3683;hk-3683;100;50;5000
nt3684;hk-3684;100;50;5000
nt3685;hk-3685;100;50;5000
nt3686;hk-3686;100;50;5000
nt3687;hk-3687;100;50;5000
nt3688;hk-3688;100;50;5000
nt3689;hk-3689;100;50;5000
nt3690;hk-3690;100;50;5000
nt3691;hk-3691;100;50;5000
nt3692;hk-3692;100;50;5000
nt3693;hk-3693;100;50;5000
nt3694;hk-3694;100;50;5000
nt3695;hk-3695;100;50;5000
nt3696;hk-3696;100;50;5000
nt3697;hk-3697;100;50;5000
nt3698;hk-3698;100;50;5000
nt3699;hk-3699;100;50;5000
nt3700;hk-3700;100;50;5000
nt3701;hk-3701;100;50;5000
nt3702;hk-3702;100;50;5000
nt3703;hk-3703;100;50;5000
nt3704;hk-3704;100;50;5000
nt3705;hk-3705;100;50;5000
nt3706;hk-3706;100;50;5000
nt3707;hk-3707;100;50;5000
nt3708;hk-3708;100;50;5000
nt3709;hk-3709;100;50;5000
nt3710;hk-3710;100;50;5000
nt3711;hk-3711;100;50;5000
nt3712;hk-3712;100;50;5000
nt3713;hk-3713;100;50;5000
nt3714;hk-3714;100;50;5000
nt3715;hk-3715;100;50;5000
nt3716;hk-3716;100;50;5000
nt3717;hk-3717;100;50;5000
nt3718;hk-3718;100;50;5000
nt3719;hk-3719;100;50;5000
nt3720;hk-3720;100;50;5000
nt3721;hk-3721;100;50;5000
nt3722;hk-3722;100;50;5000
nt3723;hk-3723;100;50;5000
nt3724;hk-3724;100;50;5000
nt3725;hk-3725;100;50;5000
nt3726;hk-3726;100;50;5000
nt3727;hk-3727;100;50;5000
nt3728;hk-3728;100;50;5000
nt3729;hk-3729;100;50;5000
nt3730;hk-3730;100;50;5000
nt3731;hk-3731;100;50;5000
nt3732;hk-3732;100;50;5000
nt3733;hk-3733;100;50;5000
nt3734;hk-3734;100;50;5000
nt3735;hk-3735;100;50;5000
nt3736;hk-3736;100;50;5000
nt3737;hk-3737;100;50;5000
nt3738;hk-3738;100;50;5000
nt3739;hk-3739;100;50;5000
nt3740;hk-3740;100;50;5000
nt3741;hk-3741;100;50;5000
nt3742;hk-3742;100;50;5000
nt3743;hk-3743;100;50;5000
nt3744;hk-3744;100;50;5000
nt3745;hk-3745;100;50;5000
nt3746;hk-3746;100;50;5000
nt3747;hk-3747;100;50;5000
nt3748;hk-3748;100;50;5000
nt3749;hk-3749;100;50;5000
nt3750;hk-3750;100;50;5000
nt3751;hk-3751;100;50;5000
nt3752;hk-3752;100;50;5000
nt3753;hk-3753;100;50;5000
nt3754;hk-3754;100;50;5000
nt3755;hk-3755;100;50;5000
nt3756;hk-3756;100;50;5000
nt3757;hk-3757;100;50;5000
nt3758;hk-3758;100;50;5000
nt3759;hk-3759;100;50;5000
nt3760;hk-3760;100;50;5000
nt3761;hk-3761;100;50;5000
nt3762;hk-3762;100;50;5000
nt3763;hk-3763;100;50;5000
nt3764;hk-3764;100;50;5000
nt3765;hk-3765;100;50;5000
nt3766;hk-3766;100;50;5000
nt3767;hk-3767;100;50;5000
nt3768;hk-3768;100;50;5000
nt3769;hk-3769;100;50;5000
nt3770;hk-3770;100;50;5000
nt3771;hk-3771;100;50;5000
nt3772;hk-3772;100;50;5000
nt3773;hk-3773;100;50;5000
nt3774;hk-3774;100;50;5000
nt3775;hk-3775;100;50;5000
nt3776;hk-3776;100;50;5000
nt3777;hk-3777;100;50;5000
nt3778;hk-3778;100;50;5000
nt3779;hk-3779;100;50;5000
nt3780;hk-3780;100;50;5000
nt3781;hk-3781;100;50;5000
nt3782;hk-3782;100;50;5000
nt3783;hk-3783;100;50;5000
nt3784;hk-3784;100;50;5000
nt3785;hk-3785;100;50;5000
nt3786;hk-3786;100;50;5000
nt3787;hk-3787;100;50;5000
nt3788;hk-3788;100;50;5000
nt3789;hk-3789;100;50;5000
nt3790;hk-3790;100;50;5000
nt3791;hk-3791;100;50;5000
nt3792;hk-3792;100;50;5000
nt3793;hk-3793;100;50;5000
nt3794;hk-3794;100;50;5000
nt3795;hk-3795;100;50;5000
nt3796;hk-3796;100;50;5000
nt3797;hk-3797;100;50;5000
nt3798;hk-3798;100;50;5000
nt3799;hk-3799;100;50;5000
nt3800;hk-3800;100;50;5000
nt3801;hk-3801;100;50;5000
nt3802;hk-3802;100;50;5000
nt3803;hk-3803;100;50;5000
nt3804;hk-3804;100;50;5000
nt3805;hk-3805;100;50;5000
nt3806;hk-3806;100;50;5000
nt3807;hk-3807;100;50;5000
nt3808;hk-3808;100;50;5000
nt3809;hk-3809;100;50;5000
nt3810;hk-3810;100;50;5000
nt3811;hk-3811;100;50;5000
nt3812;hk-3812;100;50;5000
nt3813;hk-3813;100;50;5000
nt3814;hk-3814;100;50;5000
nt3815;hk-3815;100;50;5000
nt3816;hk-3816;100;50;5000
nt3817;hk-3817;100;50;5000
nt3818;hk-3818;100;50;5000
nt3819;hk-3819;100;50;5000
nt3820;hk-3820;100;50;5000
nt3821;hk-3821;100;50;5000
nt3822;hk-3822;100;50;5000
nt3823;hk-3823;100;50;5000
nt3824;hk-3824;100;50;5000
nt3825;hk-3825;100;50;5000
nt3826;hk-3826;100;50;5000
nt3827;hk-3827;100;50;5000
nt3828;hk-3828;100;50;5000
nt3829;hk-3829;100;50;5000
nt3830;hk-3830;100;50;5000
nt3831;hk-3831;100;50;5000
nt3832;hk-3832;100;50;5000
nt3833;hk-3833;100;50;5000
nt3834;hk-3834;100;50;5000
nt3835;hk-3835;100;50;5000
nt3836;hk-3836;100;50;5000
nt3837;hk-3837;100;50;5000
nt3838;hk-3838;100;50;5000
nt3839;hk-3839;100;50;5000
nt3840;hk-3840;100;50;5000
nt3841;hk-3841;100;50;5000
nt3842;hk-3842;100;50;5000
nt3843;hk-3843;100;50;5000
nt3844;hk-3844;100;50;5000
nt3845;hk-3845;100;50;5000
nt3846;hk-3846;100;50;5000
nt3847;hk-3847;100;50;5000
nt3848;hk-3848;100;50;5000
nt3849;hk-3849;100;50;5000
